env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
26598,,,12,-17.3392,76.8392,,,,,,,,,,
26743,,,145,-159.534,77.3265,,,,,,,,,,
26812,,,69,-106.6962,77.1262,,,,,,,,,,
26955,,,143,-127.2427,77.1617,,,,,,,,,,
27000,,,,,,0.5436,0.7353,0.1822,-1173.9475,54.2601,0.1445,-0.3671,2435.5471,33840.5859,30.9564
27019,,,64,-69.8687,76.3632,,,,,,,,,,
27138,,,119,-164.0101,76.4662,,,,,,,,,,
27316,,,178,-240.4229,76.974,,,,,,,,,,
27469,,,153,-156.9368,77.1769,,,,,,,,,,
27500,,,,,,0.5431,0.7437,0.1843,-1211.7626,51.9571,0.1432,-0.3562,1942.7341,24380.3164,32.6545
27603,,,134,-98.0455,77.0786,,,,,,,,,,
27845,,,242,-283.1683,76.7014,,,,,,,,,,
27873,,,28,-6.7155,77.6644,,,,,,,,,,
27949,,,76,-60.1668,75.4141,,,,,,,,,,
27962,,,13,-13.4994,76.5668,,,,,,,,,,
28000,,,,,,0.5557,0.7431,0.1948,-1252.2018,51.2766,0.1434,-0.3845,2612.4453,34003.2305,29.9367
28244,,,282,-332.9821,77.2892,,,,,,,,,,
28425,,,181,-154.4996,75.59,,,,,,,,,,
28500,,,,,,0.5513,0.75,0.1874,-1283.6876,55.0569,0.1467,-0.3775,3241.8101,41958.2188,32.606
28536,,,111,-82.8733,74.8076,,,,,,,,,,
28635,,,99,-131.4909,73.9895,,,,,,,,,,
29000,,,,,,0.5586,0.7377,0.1932,-1259.8672,52.5796,0.1476,-0.382,2786.0762,40445.8281,33.8097
29500,,,,,,0.5534,0.7427,0.1999,-1268.7961,54.7298,0.14,-0.3896,3118.1191,39072.0391,32.9722
29635,,,1000,-1109.7962,73.7545,,,,,,,,,,
