env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
298500,,,,,,50,50,6,95.4024,-77.212,13.5924,25.1354,-1.0429,394.6087,1669.223,7.7416
298818,,,1600,-148.4971,15.2852,,,,,,,,,,,
299000,,,,,,50,50,6,97.0529,-41.8773,22.3571,62.9359,-1.2129,138.6691,996.8549,6.0307
299500,,,,,,50,50,10,74.9174,-109.9608,13.0858,2.2742,-1.5115,49.4716,568.8809,4.5211
299893,,,1075,-230.5375,15.5067,,,,,,,,,,,
300000,,,,,,50,50,23,35.7839,-68.799,13.4705,38.501,-3.8115,50.1163,409.258,4.0718
300000,-160.1639,401.9,,,,,,,,,,,,,,
300013,,,120,-127.2697,12.9652,,,,,,,,,,,
300143,,,130,-129.9357,15.921,,,,,,,,,,,
300311,,,168,-134.5369,16.0578,,,,,,,,,,,
300500,,,,,,50,50,18,43.131,-118.3565,18.1888,0.6091,-0.9265,247.4863,999.1498,4.2389
301000,,,,,,50,46,6,120.8984,-63.9328,20.4007,43.2749,-1.6128,194.9008,1244.0697,10.3169
301500,,,,,,50,45,5,121.2964,-56.1359,12.0289,64.161,-1.3649,43.5485,475.5426,7.2805
301644,,,1333,-235.8388,15.9497,,,,,,,,,,,
302000,,,,,,50,50,8,85.9816,-112.4073,17.4196,2.8057,-1.3675,60.3401,665.2436,12.1028
302489,,,845,-187.6372,15.4926,,,,,,,,,,,
302500,,,,,,50,50,10,76.175,-41.8273,19.1818,78.5632,-0.8013,789.9065,2826.8657,10.0017
302671,,,182,-131.5883,15.4879,,,,,,,,,,,
302870,,,199,-149.8322,15.2476,,,,,,,,,,,
303000,,,,,,50,49,6,103.1544,-67.1774,37.3621,62.1454,-0.9137,40.6642,363.8825,8.6937
303102,,,232,-144.2482,15.9426,,,,,,,,,,,
303223,,,121,-133.0636,16.1946,,,,,,,,,,,
303325,,,102,-129.9428,15.6861,,,,,,,,,,,
303500,,,,,,50,49,6,100.9832,-136.6927,20.5966,3.8038,-1.1844,149.7898,1468.0861,7.6615
303953,,,628,-136.2095,15.4846,,,,,,,,,,,
304000,,,,,,50,50,16,50.8231,-87.9917,15.9235,38.8764,-0.7655,46.6019,597.5425,5.2582
304155,,,202,-135.869,15.2951,,,,,,,,,,,
304303,,,148,-124.5836,15.847,,,,,,,,,,,
304500,,,,,,50,45,5,128.232,-31.2538,28.5392,103.8997,-1.5236,246.9965,1824.702,13.404
304517,,,214,-132.2228,15.1963,,,,,,,,,,,
304643,,,126,-119.3012,15.2123,,,,,,,,,,,
304808,,,165,-126.454,15.2305,,,,,,,,,,,
304918,,,110,-107.7464,15.225,,,,,,,,,,,
305000,,,,,,50,46,5,119.3374,-48.0064,30.3118,82.9619,-1.1124,75.9528,794.016,6.2687
305000,-129.6737,149.4,,,,,,,,,,,,,,
305078,,,160,-139.014,14.3672,,,,,,,,,,,
305224,,,146,-137.8322,15.2583,,,,,,,,,,,
305356,,,132,-113.4417,15.1946,,,,,,,,,,,
305500,,,,,,50,49,6,106.2474,-31.8523,24.8728,102.3044,-1.3411,179.1182,1393.921,10.0973
305531,,,175,-137.1226,15.2691,,,,,,,,,,,
305692,,,161,-138.011,15.1856,,,,,,,,,,,
305873,,,181,-138.6638,15.7754,,,,,,,,,,,
306000,,,,,,50,50,19,40.7514,-142.4406,16.9279,0.4954,-0.7622,82.315,767.7651,6.0284
306063,,,190,-96.6562,16.0299,,,,,,,,,,,
306221,,,158,-138.09,15.6596,,,,,,,,,,,
306413,,,192,-139.1924,16.2662,,,,,,,,,,,
306500,,,,,,50,49,6,104.5338,-95.3395,20.0346,43.0206,-0.892,239.9794,1302.0978,10.6408
306589,,,176,-132.6564,16.2468,,,,,,,,,,,
306649,,,60,-120.4072,16.2323,,,,,,,,,,,
306795,,,146,-136.9154,16.2612,,,,,,,,,,,
306944,,,149,-137.8264,16.1781,,,,,,,,,,,
307000,,,,,,50,50,23,34.0497,-143.8778,16.2723,0.6809,-0.2955,200.3453,1719.8341,7.0227
307001,,,57,-122.0053,16.268,,,,,,,,,,,
307215,,,214,-141.1262,15.9394,,,,,,,,,,,
307344,,,129,-122.3958,16.2731,,,,,,,,,,,
307500,,,,,,50,50,18,43.7793,-142.6482,22.5286,0.8718,-0.1511,37.5676,414.1045,10.3356
307572,,,228,-98.7867,16.2802,,,,,,,,,,,
307633,,,61,-116.8498,16.2881,,,,,,,,,,,
307732,,,99,-122.9949,16.2856,,,,,,,,,,,
307831,,,99,-121.057,16.2873,,,,,,,,,,,
307879,,,48,-117.0954,16.2873,,,,,,,,,,,
307943,,,64,-116.1681,16.2967,,,,,,,,,,,
308000,,,,,,50,50,11,65.1936,-82.734,55.4249,60.3889,-1.2754,98.4256,755.2427,9.61
308000,,,57,-117.5897,15.6275,,,,,,,,,,,
308146,,,146,-127.4123,16.117,,,,,,,,,,,
308203,,,57,-117.0196,15.6206,,,,,,,,,,,
308269,,,66,-120.7035,15.9258,,,,,,,,,,,
308350,,,81,-119.6815,16.284,,,,,,,,,,,
308500,,,,,,50,45,5,127.1287,-34.5642,30.9269,104.4539,-0.7593,276.2164,1051.613,5.4675
308505,,,155,-94.5928,15.5394,,,,,,,,,,,
308544,,,39,-109.0342,15.2674,,,,,,,,,,,
308591,,,47,-110.8139,15.2426,,,,,,,,,,,
308660,,,69,-118.3436,15.2769,,,,,,,,,,,
308700,,,40,-108.7057,15.0205,,,,,,,,,,,
308873,,,173,-126.0711,15.2365,,,,,,,,,,,
308957,,,84,-112.7713,15.4635,,,,,,,,,,,
309000,,,,,,50,46,5,111.6626,-82.9269,19.9249,64.7363,-2.7053,68.5197,760.3746,8.7096
309067,,,110,-124.5846,15.5648,,,,,,,,,,,
309414,,,347,-125.853,15.8974,,,,,,,,,,,
309500,,,,,,50,50,9,74.9736,-123.4593,21.5302,24.1084,-1.3474,150.1243,977.3212,6.9289
309614,,,200,-139.4976,16.1488,,,,,,,,,,,
309716,,,102,-128.8875,15.3735,,,,,,,,,,,
309869,,,153,-120.4326,15.8451,,,,,,,,,,,
310000,,,,,,50,48,6,110.6597,-114.8137,27.1426,24.5038,-0.4097,82.8619,836.2626,6.736
310000,-125.3,399.1,,,,,,,,,,,,,,
310418,,,549,-151.3777,14.8873,,,,,,,,,,,
310500,,,,,,50,50,23,33.6586,-137.1523,51.3619,0.8165,-6.3634,69.8856,1027.8004,4.7079
310718,,,300,-142.202,15.56,,,,,,,,,,,
310875,,,157,-127.9021,15.2705,,,,,,,,,,,
311000,,,,,,50,50,10,74.6218,-140.4981,50.0136,2.049,-1.1861,73.8974,614.7593,4.9478
311500,,,,,,50,50,11,72.2476,-42.8073,25.425,96.887,3.7247,154.1832,1013.1587,6.2428
312000,,,,,,50,50,7,98.7257,-103.4315,34.4706,47.3218,-1.2677,76.1435,961.6187,5.1995
312475,,,1600,-112.2261,15.4635,,,,,,,,,,,
312500,,,,,,50,50,9,84.9388,-92.3599,33.8179,62.0059,-1.3719,81.1594,1255.151,11.2031
312599,,,124,-117.8102,15.3198,,,,,,,,,,,
313000,,,,,,50,50,22,37.5858,-97.8935,12.7007,38.8704,-0.7577,45.3242,908.0414,5.0826
313500,,,,,,50,44,5,129.906,-128.4113,16.6,23.4842,-1.6571,144.3155,1048.7438,7.0815
314000,,,,,,50,49,6,104.0746,-86.3959,10.7108,63.7053,-1.1684,74.8066,1096.2003,5.2041
314199,,,1600,-76.7909,15.7279,,,,,,,,,,,
314500,,,,,,50,47,6,118.1127,-94.8674,22.7855,61.4247,-2.2334,63.0321,518.1746,5.2464
315000,,,,,,50,50,9,73.4654,-106.438,20.8946,40.8086,-1.0078,99.8134,765.7562,6.3871
315000,-108.3715,1456.4,,,,,,,,,,,,,,
315500,,,,,,50,46,6,123.2994,-96.5915,32.6853,65.2037,0.9092,45.5894,687.2713,7.7044
315799,,,1600,-94.2968,14.9021,,,,,,,,,,,
316000,,,,,,50,50,7,98.9854,-111.9663,44.038,46.4629,-1.0223,100.1798,1414.6409,8.6252
316500,,,,,,50,50,21,39.4027,-161.0513,16.639,0.7922,-0.8045,61.1356,1366.1206,8.1782
317000,,,,,,50,50,9,82.4789,-111.7293,866.9437,47.3722,-17.9506,129.5041,829.4938,10.3893
317399,,,1600,-98.8357,15.814,,,,,,,,,,,
317500,,,,,,50,50,7,95.7055,-108.6739,22.999,47.3398,-2.9588,94.4722,625.0787,6.5803
318000,,,,,,50,50,19,42.1685,-161.2207,13.9836,0.6115,-1.0549,35.1172,782.4011,7.6062
318500,,,,,,50,50,9,86.3456,-119.5061,35.6315,41.0445,-1.4035,84.6532,1049.3688,12.4035
318999,,,1600,-95.741,15.6267,,,,,,,,,,,
319000,,,,,,50,50,10,78.3394,-166.1723,32.9318,2.5812,-4.0986,33.7414,389.1196,5.7456
319500,,,,,,50,45,7,124.668,-128.7161,25.1016,44.5438,-1.4901,120.0127,555.587,8.2993
320000,,,,,,50,50,7,92.0836,-131.9896,17.0931,23.4775,-1.1763,23.9336,338.2003,7.4272
320000,-93.4229,1457.7,,,,,,,,,,,,,,
320500,,,,,,50,50,15,48.682,-152.5514,23.5814,1.1377,-1.3959,29.2739,519.1296,4.7612
320599,,,1600,-93.3677,14.6128,,,,,,,,,,,
321000,,,,,,50,50,11,73.0168,-155.0051,12.0145,2.3713,-0.8528,26.1255,509.9163,5.3807
321500,,,,,,50,49,7,111.7178,-147.3461,10.6696,25.8707,0.3405,44.2787,621.3754,5.4095
322000,,,,,,50,50,7,99.5893,-124.6098,27.0757,40.0711,-0.8243,46.3566,452.249,5.9749
322199,,,1600,-115.7055,15.3176,,,,,,,,,,,
322500,,,,,,50,50,17,46.456,-172.9012,17.223,0.5018,-0.7905,39.1483,437.7113,5.187
323000,,,,,,50,50,10,80.6487,-163.6119,16.5735,2.8334,-1.5446,27.3486,299.2558,3.6331
323500,,,,,,50,50,19,45.2503,-169.537,8.5266,0.6371,-0.6127,18.9545,255.0766,2.9191
323799,,,1600,-127.3586,15.4488,,,,,,,,,,,
324000,,,,,,50,50,8,91.2125,-115.4025,21.6349,42.5364,-1.1542,97.5142,573.0545,4.3312
324500,,,,,,50,48,7,111.298,-119.6854,46.231,48.9479,-1.8236,23.581,402.6517,4.7216
325000,,,,,,50,44,5,135.4615,-113.1944,26.6796,65.904,-1.9148,27.9227,393.786,5.7314
325000,-100.2006,1600.0,,,,,,,,,,,,,,
325399,,,1600,-114.3695,14.8661,,,,,,,,,,,
325500,,,,,,50,50,9,71.8739,-137.4895,10.9625,40.8782,-1.1881,87.6647,920.8731,6.2988
326000,,,,,,50,50,7,98.9382,-91.7436,16.2445,79.8845,-1.2485,22.0012,378.2336,7.131
326500,,,,,,50,49,7,102.4105,-156.0969,15.539,5.3571,-1.543,22.7475,314.1422,3.9041
326999,,,1600,-104.4591,15.6964,,,,,,,,,,,
327000,,,,,,50,50,16,47.9079,-170.7769,21.7087,1.0607,-0.9383,25.1749,320.7387,4.9434
327500,,,,,,50,40,3,156.2291,-144.5347,32.031,26.6386,-2.6152,19.1558,201.8947,6.6979
328000,,,,,,50,50,18,47.5927,-177.7849,8.3822,0.6332,-4.5561,64.4808,650.7224,5.1273
328500,,,,,,50,50,12,55.6798,-168.9035,16.8536,1.7225,-1.0037,24.5251,377.0902,5.5233
328599,,,1600,-103.6415,15.3712,,,,,,,,,,,
329000,,,,,,50,50,7,95.9941,-143.4206,27.1534,23.126,-1.5515,111.4021,376.5515,4.4076
329500,,,,,,50,50,7,92.9314,-143.9156,14.6549,22.3972,-1.0548,27.0996,416.7963,5.3482
330000,,,,,,50,50,7,92.6507,-158.6017,18.1867,4.3386,-0.6582,19.4761,220.273,3.3608
330000,-113.6202,1600.0,,,,,,,,,,,,,,
330199,,,1600,-105.7154,14.5608,,,,,,,,,,,
330500,,,,,,50,50,19,41.6437,-173.5924,319.7621,3.6471,-12.0801,24.4608,330.561,4.1182
331000,,,,,,50,50,9,84.8051,-104.5627,36.7387,63.6494,-1.319,15.1715,262.2249,5.3447
331500,,,,,,50,50,9,88.5722,-125.8733,22.3612,41.2295,-1.5991,100.6804,355.6973,10.583
331799,,,1600,-102.2918,15.3303,,,,,,,,,,,
332000,,,,,,50,50,11,67.4484,-170.0541,25.9527,1.7983,-1.4753,16.4782,204.7312,4.3461
332500,,,,,,50,50,7,95.6621,-114.2694,19.7143,46.3266,-1.8278,16.9264,229.9699,4.2193
333000,,,,,,50,50,12,64.466,-139.6603,27.5075,24.9249,-1.1668,24.4049,512.8047,3.971
333399,,,1600,-103.3678,15.7779,,,,,,,,,,,
333500,,,,,,50,50,9,75.9948,-105.0764,23.4183,61.1336,-1.3735,25.2008,410.8282,4.9481
334000,,,,,,50,50,7,93.7361,-106.6535,17.1096,60.1267,-1.0754,20.1515,278.4253,3.5661
334500,,,,,,50,50,19,43.8657,-159.7094,7.6823,0.5409,-0.4629,19.5092,242.1467,3.3911
334999,,,1600,-106.298,15.5915,,,,,,,,,,,
335000,,,,,,50,50,20,42.8913,-159.8745,32.404,0.6551,-1.0824,15.6836,403.7137,6.3651
335000,-127.3978,1600.0,,,,,,,,,,,,,,
335500,,,,,,50,50,18,42.9996,-85.323,14.2865,76.4098,-0.3028,23.9895,409.1213,4.7745
336000,,,,,,50,50,10,78.9354,-155.994,12.0313,2.6743,-0.4284,13.7511,208.8218,3.3649
336500,,,,,,50,48,6,112.4747,-92.7421,27.611,64.1506,-1.7463,18.5024,366.7869,4.2537
336599,,,1600,-104.4786,14.7606,,,,,,,,,,,
337000,,,,,,50,48,5,122.3484,-96.2431,18.7402,60.7674,-1.388,10.1205,166.8154,4.3283
337500,,,,,,50,50,18,45.3275,-153.2608,7.9478,0.4894,-0.7766,11.5028,233.5648,3.7665
338000,,,,,,50,50,21,40.6995,-150.056,14.4952,0.9871,-0.8844,20.109,363.4757,4.333
338199,,,1600,-101.922,15.5873,,,,,,,,,,,
338500,,,,,,50,50,8,86.1932,-107.5854,19.9741,41.0939,-1.1811,15.0783,311.5457,5.9028
339000,,,,,,50,48,4,120.6196,-110.8312,29.4937,33.4186,-1.4166,12.9057,241.467,4.9582
339500,,,,,,50,50,7,94.3483,-101.6842,40.8969,43.2854,-1.302,13.1378,212.4211,2.775
339799,,,1600,-100.2194,15.9022,,,,,,,,,,,
340000,,,,,,50,50,9,74.1653,-86.1263,11.0018,61.6719,-0.7396,14.9186,273.2255,3.623
340000,-105.1225,1600.0,,,,,,,,,,,,,,
340500,,,,,,50,50,17,43.2392,-148.4434,6.1791,0.4368,-0.589,14.8744,400.9364,3.5128
341000,,,,,,50,50,18,42.5894,-136.8202,12.1818,0.6962,-1.1569,10.3362,251.8596,4.8958
341399,,,1600,-99.6286,14.3261,,,,,,,,,,,
341500,,,,,,50,50,18,43.5686,-141.5719,10.1632,0.3855,-1.4318,9.6966,163.8815,3.6102
342000,,,,,,50,50,9,75.3362,-118.2624,12.3353,23.7266,-0.0543,7.9546,172.6586,3.5236
342500,,,,,,50,48,5,108.4092,-78.3774,18.9017,61.7789,-1.0569,6.4189,137.364,2.1732
342999,,,1600,-93.5332,15.6912,,,,,,,,,,,
343000,,,,,,50,50,9,77.0645,-115.084,12.226,21.2903,-1.0642,12.2069,359.1772,3.3668
343500,,,,,,50,50,8,89.1923,-71.6027,25.9702,63.2524,-1.0934,8.495,249.907,2.0021
344000,,,,,,50,50,8,81.6569,-128.3964,12.6881,2.3746,-1.5923,13.587,347.0216,2.2148
344500,,,,,,50,50,11,68.1636,-129.5923,16.0417,0.8585,-0.8815,10.8499,301.5995,5.3244
344599,,,1600,-118.7902,15.3607,,,,,,,,,,,
345000,,,,,,50,44,3,140.4176,-83.9732,19.656,46.0175,-1.5395,15.2587,375.522,2.6848
345000,-92.6397,1343.2,,,,,,,,,,,,,,
345500,,,,,,50,50,10,71.8366,-119.8318,18.4789,1.8008,0.0342,12.1862,365.1513,2.2085
346000,,,,,,50,50,12,52.5991,-86.3211,5.7445,38.633,-0.6658,8.7821,206.1874,2.4773
346199,,,1600,-98.0216,14.6633,,,,,,,,,,,
346306,,,107,-117.4687,15.9503,,,,,,,,,,,
346456,,,150,-101.9527,16.2773,,,,,,,,,,,
346500,,,,,,50,44,4,134.5778,-92.6298,21.0473,27.3612,-2.188,6.6293,165.9526,2.9321
347000,,,,,,50,49,4,117.0445,-93.5537,14.7849,22.8364,-1.6135,7.2695,163.9097,2.1164
347500,,,,,,50,44,3,129.5036,-110.6604,22.3698,5.35,-3.2551,7.3628,205.6369,3.9139
348000,,,,,,50,50,14,52.2785,-36.9324,9.6478,76.3612,-0.7675,9.5975,232.7995,3.6897
348056,,,1600,-102.2772,16.0926,,,,,,,,,,,
348500,,,,,,50,50,15,48.1285,-111.0847,7.0173,0.458,-0.7118,7.6636,249.0629,2.4179
349000,,,,,,50,50,15,51.0585,-111.4861,4.6026,0.4061,-0.4049,2.6072,48.8436,1.8344
349500,,,,,,50,50,14,51.5008,-109.7344,5.8287,0.482,-1.0633,4.1958,66.1695,1.9875
349656,,,1600,-100.4727,15.563,,,,,,,,,,,
350000,,,,,,50,50,10,65.158,-104.9715,15.2064,1.4937,-0.8944,6.8531,214.3443,2.8327
350000,-89.3166,1448.3,,,,,,,,,,,,,,
350500,,,,,,50,49,6,100.2835,-84.0144,15.1867,22.3622,-1.0194,6.7635,144.7923,2.2662
351000,,,,,,50,48,5,115.9427,-56.6216,23.8438,47.7431,-1.2882,5.4056,119.3177,2.0346
351256,,,1600,-94.0822,14.7538,,,,,,,,,,,
351500,,,,,,50,50,14,53.7942,-62.4822,14.219,38.9407,-1.17,4.8507,177.4267,1.7331
352000,,,,,,50,50,14,55.6388,-61.9126,9.3925,38.5122,-1.4503,11.6881,286.4739,2.8989
352500,,,,,,50,44,5,142.0456,-72.6984,15.1918,23.5551,-1.5735,6.508,180.0951,2.0746
352856,,,1600,-101.1602,15.4347,,,,,,,,,,,
353000,,,,,,50,50,8,77.0789,-57.1115,9.1323,39.6183,-1.2275,30.7803,590.5254,1.9969
353500,,,,,,50,50,8,90.0174,-92.4739,14.0127,2.5398,-1.3999,6.414,141.6357,3.2
354000,,,,,,50,50,7,97.007,-69.0597,22.9317,23.8583,-0.7217,8.3623,275.8319,1.6653
354456,,,1600,-100.6519,15.4249,,,,,,,,,,,
354500,,,,,,50,50,10,58.3425,-94.1975,8.8459,0.3055,-0.2436,2.6597,78.7544,2.8516
355000,,,,,,50,50,12,69.8515,-87.0101,170.1661,3.5284,-7.3153,4.205,88.9886,1.5197
355000,-106.9491,1146.8,,,,,,,,,,,,,,
355500,,,,,,50,50,8,76.6255,-87.5459,13.1723,1.8675,-1.683,6.6081,179.7894,2.573
356000,,,,,,50,50,13,57.4933,-49.034,10.9207,38.5469,-0.9652,7.1165,311.9433,2.7707
356056,,,1600,-98.7942,14.6748,,,,,,,,,,,
356167,,,111,-113.55,15.2406,,,,,,,,,,,
356228,,,61,-120.8481,15.2785,,,,,,,,,,,
356500,,,,,,50,50,10,64.9455,-49.2877,5.5654,38.6331,-1.2942,7.5042,247.7354,1.7188
357000,,,,,,50,41,5,138.5586,-24.2387,34.4142,61.509,-0.8401,5.8528,148.8087,1.967
357500,,,,,,50,50,10,62.542,-45.476,6.8096,38.1134,-0.6998,8.7464,118.5009,4.1183
357828,,,1600,-94.9212,15.4896,,,,,,,,,,,
358000,,,,,,50,46,6,114.7319,-38.1478,23.7711,47.3152,0.9751,6.1451,136.4357,2.473
358263,,,435,-152.0547,15.7862,,,,,,,,,,,
358500,,,,,,50,41,4,144.5303,-16.8945,19.5741,62.9858,-1.4316,4.1097,111.4884,3.1101
359000,,,,,,50,50,9,89.5661,-38.9438,5.6153,40.6594,-1.0993,4.2165,143.0428,2.2572
359500,,,,,,50,50,8,73.4323,-78.2564,9.9328,0.3841,-0.9088,12.523,457.1994,2.2763
359863,,,1600,-103.1003,15.609,,,,,,,,,,,
360000,,,,,,50,50,9,68.5757,-76.4302,14.6087,0.6865,-1.1442,7.3808,205.1965,2.2348
360000,-131.0526,1600.0,,,,,,,,,,,,,,
360500,,,,,,50,50,9,62.9941,-77.4311,6.5243,0.3254,-0.4433,10.6528,409.1443,3.3653
361000,,,,,,50,50,7,80.4688,-3.721,7.0425,76.5287,-0.7682,9.1093,382.077,1.7823
361463,,,1600,-98.3813,14.8902,,,,,,,,,,,
361500,,,,,,50,50,8,74.7377,-75.8744,5.159,0.3056,-0.6148,5.1789,133.5697,2.8986
362000,,,,,,50,50,9,67.2526,-72.5136,3.6756,0.4211,-0.5991,3.9215,90.8154,1.9212
362500,,,,,,50,50,6,95.4815,-49.0432,9.1596,23.2398,-1.0798,6.8076,239.0467,2.6683
363000,,,,,,50,50,7,87.4924,-34.7012,5.1295,38.3989,-0.8388,5.6117,78.5211,4.0532
363063,,,1600,-98.7132,15.6769,,,,,,,,,,,
363500,,,,,,50,49,6,105.5368,-47.2388,25.1167,23.401,-0.9383,5.4003,113.0058,3.1965
364000,,,,,,50,50,7,86.1007,-70.5014,5.5272,0.2745,-0.6825,5.1566,190.3652,3.0845
364500,,,,,,50,50,6,89.2513,-69.8899,18.612,0.5624,-1.2051,6.2289,211.3005,3.2236
364663,,,1600,-101.3677,15.7265,,,,,,,,,,,
365000,,,,,,50,50,6,90.4746,-9.1057,9.1358,57.6681,-0.1203,4.501,209.7789,1.7485
365000,-111.7956,1015.7,,,,,,,,,,,,,,
365500,,,,,,50,50,6,85.6948,-68.1374,9.4381,0.3261,-1.4984,2.973,30.3446,3.9168
366000,,,,,,50,50,6,88.3876,-68.4917,8.0405,0.3967,-0.1685,6.4575,334.7213,2.7875
366263,,,1600,-102.5313,14.9724,,,,,,,,,,,
366500,,,,,,50,50,5,92.9203,-67.7005,4.428,0.2263,-0.4703,5.0749,155.4934,1.9883
367000,,,,,,50,50,6,93.8977,-44.6573,13.0648,21.0351,-0.7225,9.0764,297.1656,2.2212
367500,,,,,,50,50,6,91.3455,-40.9619,92.4774,25.1158,-1.1215,5.015,127.497,4.0545
367863,,,1600,-101.7102,15.4105,,,,,,,,,,,
367970,,,107,-105.1973,15.4055,,,,,,,,,,,
368000,,,,,,50,50,4,83.6391,-67.6661,7.0631,0.2316,-0.5245,8.8414,230.3489,3.5398
368500,,,,,,50,50,6,92.9287,-63.8595,6.8084,0.3155,-0.7124,6.0237,90.0524,3.0161
369000,,,,,,50,50,5,89.16,-64.8814,6.695,0.2232,-0.632,9.1996,476.2232,2.3124
369500,,,,,,50,49,6,105.0414,-60.6489,9.5602,2.3681,-0.9827,9.6102,604.4617,3.5277
369570,,,1600,-95.0918,15.7722,,,,,,,,,,,
369702,,,132,-104.7878,15.307,,,,,,,,,,,
369779,,,77,-107.1171,16.0689,,,,,,,,,,,
369826,,,47,-106.6066,15.3147,,,,,,,,,,,
369920,,,94,-105.1758,15.6672,,,,,,,,,,,
370000,,,,,,50,50,6,87.6527,-63.8998,6.3058,0.3463,-0.684,7.0942,138.29,1.8506
370000,-93.101,159.7,,,,,,,,,,,,,,
370500,,,,,,50,50,6,95.7607,-61.923,10.1036,0.4519,-0.8284,10.8184,258.3033,4.4223
371000,,,,,,50,49,5,104.6364,-61.8964,4.8518,2.373,-1.1582,5.0381,279.0196,1.9482
371500,,,,,,50,50,6,98.6714,-39.0931,7.9647,23.1631,-0.9363,8.7887,467.5754,2.7331
371520,,,1600,-91.9534,15.5693,,,,,,,,,,,
371576,,,56,-107.5708,15.0545,,,,,,,,,,,
371636,,,60,-116.683,15.7297,,,,,,,,,,,
371684,,,48,-108.2073,15.4281,,,,,,,,,,,
371737,,,53,-112.3338,15.1417,,,,,,,,,,,
371784,,,47,-104.999,15.2276,,,,,,,,,,,
371860,,,76,-117.2108,15.2496,,,,,,,,,,,
371949,,,89,-106.5809,16.1427,,,,,,,,,,,
372000,,,,,,50,50,6,97.952,-23.3309,10.0271,38.5561,-0.863,14.3519,582.7302,4.5703
372500,,,,,,50,50,6,89.8587,-64.1103,7.9893,0.2699,-0.7334,62.7512,832.739,3.074
373000,,,,,,50,50,5,92.322,-24.8848,9.3469,38.5146,-0.6855,18.102,145.3742,2.7316
373500,,,,,,50,48,5,104.6072,-37.906,35.28,24.671,-0.98,18.3697,130.1831,2.006
373549,,,1600,-105.0247,15.4839,,,,,,,,,,,
374000,,,,,,50,49,5,101.7068,-63.6778,6.1092,0.2296,-0.7047,37.1361,1607.9172,5.7918
374500,,,,,,50,50,5,95.5182,-64.603,7.9415,0.2065,-0.6757,15.4616,466.0657,8.0842
375000,,,,,,50,40,5,136.0637,-20.2509,47.3849,43.9772,-1.0755,18.5978,645.2718,3.2981
375000,-120.1582,1016.4,,,,,,,,,,,,,,
375149,,,1600,-109.165,14.69,,,,,,,,,,,
375255,,,106,-118.1535,15.1529,,,,,,,,,,,
375500,,,,,,50,46,5,106.1753,-60.0374,10.7392,2.0077,-1.0029,9.3166,245.7188,5.6841
376000,,,,,,50,50,6,95.7561,-59.7644,6.4273,0.4514,-1.3422,14.8407,302.5095,4.0667
376500,,,,,,50,50,5,95.1088,-64.2226,7.1739,0.2316,-0.6823,12.0349,718.7209,3.7976
376855,,,1600,-109.0354,15.3039,,,,,,,,,,,
377000,,,,,,50,50,6,89.3399,-63.374,9.385,0.2772,-0.7577,17.5674,682.9671,6.9764
377500,,,,,,50,50,5,96.5106,-63.8239,6.4656,0.2387,-0.7563,9.535,302.4462,2.2094
378000,,,,,,50,48,4,103.2981,-63.5926,7.3681,0.1942,-0.6772,16.821,656.1808,5.5166
378455,,,1600,-110.7083,15.4266,,,,,,,,,,,
378500,,,,,,50,48,5,102.8821,-58.6213,21.906,0.4623,0.1336,53.359,2414.7148,6.4048
378511,,,56,-114.2445,16.2997,,,,,,,,,,,
378556,,,45,-114.785,16.153,,,,,,,,,,,
378601,,,45,-119.7696,15.3019,,,,,,,,,,,
378645,,,44,-121.2425,16.0722,,,,,,,,,,,
379000,,,,,,50,43,6,128.7979,-61.1957,19.6034,2.669,-1.6563,32.9523,1436.656,5.6377
379500,,,,,,50,45,6,122.2693,-61.8229,16.5192,1.8615,-1.2263,7.6771,348.9921,2.5213
380000,,,,,,50,44,5,117.1077,-63.6745,8.3634,0.4769,-0.9766,31.4983,578.8654,6.3384
380000,-115.7971,370.3,,,,,,,,,,,,,,
380245,,,1600,-107.5722,15.1079,,,,,,,,,,,
380331,,,86,-117.98,15.2367,,,,,,,,,,,
380475,,,144,-91.3279,15.2962,,,,,,,,,,,
380500,,,,,,50,46,4,118.3469,-64.3862,4.2282,0.2245,-0.887,20.488,523.7406,2.7706
380890,,,415,-49.1405,15.2139,,,,,,,,,,,
381000,,,,,,50,45,4,118.5485,-66.4163,14.7914,0.1898,-0.4858,46.1985,1241.9047,3.9623
381500,,,,,,50,40,4,136.1488,-38.9172,23.5246,24.2822,-1.2996,25.7185,1168.3542,8.2885
382000,,,,,,50,36,4,152.9335,-40.0943,8.586,25.6442,-1.2217,24.4894,920.4534,5.3999
382490,,,1600,-108.6438,15.4335,,,,,,,,,,,
382500,,,,,,50,46,5,120.0102,-65.6514,11.6344,0.415,-0.6968,29.1305,439.7725,10.6672
382631,,,141,-104.0802,15.2194,,,,,,,,,,,
383000,,,,,,50,44,5,115.9193,-68.4419,19.4124,0.7944,-0.9992,36.932,1657.3015,8.845
383500,,,,,,50,46,4,118.3556,-68.0736,7.0221,0.2974,-0.6818,16.3502,498.7454,3.1818
384000,,,,,,50,35,4,164.25,5.942,44.1565,72.2862,-1.4055,69.0019,3588.3135,9.6384
384231,,,1600,-110.5803,15.3981,,,,,,,,,,,
384419,,,188,-87.4492,15.1985,,,,,,,,,,,
