env_steps,return,length,rkl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
99500,,,489.8464,489275.125,19448078.0,489.8464,7.1583,233.4714,11.4659,,,
100000,,,444.704,444129.6875,34083872.0,444.704,7.8886,328.7121,6.6339,,,
100000,8652.6932,1000.0,,,,,,,,,,
100000,,,,,,,,,,1000,8196.2718,63.1738
100500,,,471.5093,470933.0312,19094866.0,471.5093,8.3005,375.5763,9.2312,,,
101000,,,442.4705,441890.4062,22298850.0,442.4705,8.5527,629.6758,9.3469,,,
101000,,,,,,,,,,1000,8125.1704,75.1274
101500,,,443.4317,442842.6562,31490078.0,443.4317,7.1242,371.2853,5.5573,,,
102000,,,501.5443,500957.5938,12313315.0,501.5443,7.8024,462.039,7.5013,,,
102000,,,,,,,,,,1000,8166.1307,77.8939
102500,,,421.7767,421177.0938,12394325.0,421.7767,7.7436,330.3497,7.564,,,
103000,,,461.1747,460574.5,21943430.0,461.1747,8.8015,842.1813,9.1331,,,
103000,,,,,,,,,,1000,8348.6114,76.5848
103500,,,443.1371,442537.0625,26319702.0,443.1371,7.8215,635.5461,7.9886,,,
104000,,,438.8513,438241.4688,29793370.0,438.8513,8.3803,546.0092,10.6426,,,
104000,,,,,,,,,,1000,8459.1575,77.2533
104500,,,463.2369,462626.375,20396776.0,463.2369,9.9299,393.7441,7.5041,,,
105000,,,443.42,442802.2812,33565112.0,443.42,8.2489,449.0551,12.9343,,,
105000,8731.1488,1000.0,,,,,,,,,,
105000,,,,,,,,,,1000,8416.7943,59.8168
105500,,,429.1962,428573.7812,22236242.0,429.1962,10.5307,895.166,7.3511,,,
106000,,,454.4221,453794.625,23656146.0,454.4221,7.908,245.8476,7.1148,,,
106000,,,,,,,,,,1000,8499.3186,78.9661
106500,,,467.1822,466548.25,36612912.0,467.1822,8.1536,187.2828,13.6713,,,
107000,,,418.1482,417516.3438,21562556.0,418.1482,7.4234,359.2641,4.3395,,,
107000,,,,,,,,,,1000,8454.8275,77.8652
107500,,,446.1635,445524.0312,41374660.0,446.1635,9.4433,302.3229,10.4808,,,
108000,,,469.5808,468941.5625,27282828.0,469.5808,8.555,423.5176,7.9043,,,
108000,,,,,,,,,,1000,8275.3546,76.7052
108500,,,416.365,415716.3125,16363472.0,416.365,7.8582,288.5407,7.7359,,,
109000,,,406.0754,405425.5938,19423340.0,406.0754,7.7366,492.91,6.0123,,,
109000,,,,,,,,,,1000,8585.4656,78.1665
109500,,,461.2389,460586.2812,37189732.0,461.2389,8.2646,518.7969,5.4287,,,
110000,,,423.402,422744.9375,17760438.0,423.402,8.3595,606.0754,6.6584,,,
110000,8893.6256,1000.0,,,,,,,,,,
110000,,,,,,,,,,1000,8676.485,61.566
110500,,,428.8065,428146.5312,22788344.0,428.8065,7.3309,262.92,13.9117,,,
111000,,,436.3107,435648.6875,22066850.0,436.3107,9.9681,621.0295,12.1003,,,
111000,,,,,,,,,,1000,8574.3729,76.6346
111500,,,419.031,418369.0312,21934132.0,419.031,8.0415,448.6247,12.1053,,,
112000,,,414.9762,414313.0625,33958248.0,414.9762,8.1378,570.213,8.0544,,,
112000,,,,,,,,,,1000,8681.771,76.0967
112500,,,420.9626,420296.8438,17915332.0,420.9626,8.5385,543.0476,9.2309,,,
113000,,,454.4373,453771.0312,20433730.0,454.4373,6.7287,343.5175,14.0186,,,
113000,,,,,,,,,,1000,8450.4661,76.5738
113500,,,416.4308,415753.9062,26457812.0,416.4308,8.9061,217.7308,8.1899,,,
114000,,,462.2689,461582.0938,39876612.0,462.2689,9.3152,420.6383,9.9628,,,
114000,,,,,,,,,,1000,8502.4075,77.1808
114500,,,435.6961,435013.4375,27711238.0,435.6961,8.5111,842.0014,8.2013,,,
