env_steps,return,length,train/length,train/return,FPS,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm
490018,,,961,282.079,86.5115,,,,,,,,
490500,,,,,,4392.6533,-44.1823,-44.1823,4369.7231,200271.1406,0.1579,8.5396,0.1412
490983,,,965,279.3118,123.3537,,,,,,,,
491000,,,,,,4655.8291,-44.1823,-44.1823,4633.4766,282891.6875,0.0831,5.9943,0.5818
491500,,,,,,4273.5059,-44.1823,-44.1823,4250.1543,144240.4375,0.0679,2.3882,0.1666
491944,,,961,280.0333,125.1759,,,,,,,,
492000,,,,,,4333.6973,-44.1823,-44.1823,4310.0381,119862.4141,0.0826,2.5982,0.2033
492500,,,,,,5167.2251,-44.1823,-44.1823,5144.543,343290.2812,0.0987,7.838,0.2613
492903,,,959,280.2849,129.043,,,,,,,,
493000,,,,,,4209.5967,-44.1823,-44.1823,4186.6519,151668.8125,0.0667,5.1687,0.4399
493500,,,,,,5873.4648,-44.1823,-44.1823,5850.3467,451063.0,0.541,4.7102,0.2068
493869,,,966,281.3523,125.0487,,,,,,,,
494000,,,,,,4785.4473,-44.1823,-44.1823,4762.4849,276961.4688,0.1388,2.742,0.471
494500,,,,,,5027.1982,-44.1823,-44.1823,5003.7451,298487.0938,1.291,8.7928,0.3764
494899,,,1030,274.7599,123.6598,,,,,,,,
495000,,,,,,5254.7344,-44.1823,-44.1823,5231.1216,365592.625,0.0593,3.6447,0.3392
495000,199.2139,819.7,,,,,,,,,,,
