env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
10000,,,27,137.7344,51.7162,,,,,,,,,
10034,,,34,181.1912,89.1932,,,,,,,,,
10085,,,51,264.8394,89.151,,,,,,,,,
10145,,,60,278.8721,88.9343,,,,,,,,,
10192,,,47,258.3965,89.3637,,,,,,,,,
10237,,,45,210.0428,88.9126,,,,,,,,,
10262,,,25,125.6431,89.0755,,,,,,,,,
10308,,,46,243.7544,89.1685,,,,,,,,,
10334,,,26,115.8644,89.1947,,,,,,,,,
10376,,,42,200.3397,89.1338,,,,,,,,,
10415,,,39,194.5316,88.9457,,,,,,,,,
10461,,,46,234.2399,88.9071,,,,,,,,,
10500,,,,,,1.754,0.598,0.1936,-244.7049,18.1723,0.7277,106.81,360.4923,3.0969
10512,,,51,240.339,88.8478,,,,,,,,,
10543,,,31,157.7544,92.8791,,,,,,,,,
10569,,,26,125.7589,92.8086,,,,,,,,,
10602,,,33,162.3886,92.3805,,,,,,,,,
10629,,,27,135.611,92.7101,,,,,,,,,
10648,,,19,91.5602,93.1833,,,,,,,,,
10685,,,37,178.91,91.7127,,,,,,,,,
10733,,,48,252.2525,90.2958,,,,,,,,,
10759,,,26,130.1908,90.2612,,,,,,,,,
10780,,,21,103.1164,89.5862,,,,,,,,,
10827,,,47,217.0943,89.7202,,,,,,,,,
10864,,,37,189.2262,89.4588,,,,,,,,,
10898,,,34,154.467,89.5189,,,,,,,,,
10952,,,54,280.2871,89.4466,,,,,,,,,
10983,,,31,151.9156,89.8131,,,,,,,,,
11000,,,,,,1.7747,0.6015,0.2001,-251.7759,16.5216,0.7517,200.4852,838.5138,1.9114
11031,,,48,241.5343,89.5396,,,,,,,,,
11082,,,51,250.5097,88.9174,,,,,,,,,
11119,,,37,178.2346,89.475,,,,,,,,,
11139,,,20,89.8496,89.617,,,,,,,,,
11174,,,35,184.1347,89.5024,,,,,,,,,
11230,,,56,238.079,89.278,,,,,,,,,
11301,,,71,315.6073,89.3132,,,,,,,,,
11330,,,29,140.7846,89.2681,,,,,,,,,
11376,,,46,204.7423,89.3754,,,,,,,,,
11436,,,60,311.5748,89.1279,,,,,,,,,
11458,,,22,108.2325,89.2409,,,,,,,,,
11478,,,20,98.5381,89.5473,,,,,,,,,
11498,,,20,98.0485,89.2764,,,,,,,,,
11500,,,,,,1.7437,0.6001,0.1939,-268.3627,17.2017,0.7304,283.0894,433.7743,2.5521
11570,,,72,384.5388,88.9491,,,,,,,,,
11610,,,40,209.7123,89.2665,,,,,,,,,
11657,,,47,227.7137,90.8714,,,,,,,,,
11701,,,44,227.4781,92.3404,,,,,,,,,
11721,,,20,98.0763,90.6703,,,,,,,,,
11748,,,27,135.7304,89.7042,,,,,,,,,
11772,,,24,121.2839,91.4248,,,,,,,,,
11820,,,48,237.4082,92.1224,,,,,,,,,
11849,,,29,142.9479,92.2787,,,,,,,,,
11879,,,30,149.3434,92.3811,,,,,,,,,
11916,,,37,187.8751,92.2661,,,,,,,,,
11944,,,28,143.9178,92.1606,,,,,,,,,
11961,,,17,80.8753,92.5286,,,,,,,,,
11979,,,18,86.0927,89.9918,,,,,,,,,
11999,,,20,98.3439,89.6677,,,,,,,,,
12000,,,,,,1.7705,0.605,0.1976,-275.7233,14.4603,0.7512,205.7862,366.0591,2.2971
12016,,,17,81.1959,89.6365,,,,,,,,,
12042,,,26,128.0411,89.1699,,,,,,,,,
12062,,,20,98.334,89.6454,,,,,,,,,
12131,,,69,349.181,89.3725,,,,,,,,,
12157,,,26,120.9667,89.4266,,,,,,,,,
12182,,,25,126.7671,89.3503,,,,,,,,,
12200,,,18,86.4934,89.5844,,,,,,,,,
12224,,,24,121.4397,89.3294,,,,,,,,,
12244,,,20,97.5331,89.5713,,,,,,,,,
12263,,,19,93.3381,89.6275,,,,,,,,,
12306,,,43,199.9629,89.3053,,,,,,,,,
12331,,,25,125.9697,89.6594,,,,,,,,,
12379,,,48,245.6527,89.544,,,,,,,,,
12402,,,23,115.5561,89.5992,,,,,,,,,
12429,,,27,137.7882,89.2755,,,,,,,,,
12452,,,23,113.0579,89.1387,,,,,,,,,
12500,,,,,,1.6856,0.5995,0.1872,-304.0829,13.6472,0.6642,148.2862,222.0112,2.9123
12507,,,55,290.9278,89.2993,,,,,,,,,
12530,,,23,116.1613,89.3172,,,,,,,,,
12577,,,47,244.6411,89.0807,,,,,,,,,
12615,,,38,187.3467,89.3611,,,,,,,,,
12641,,,26,133.3238,89.2586,,,,,,,,,
12687,,,46,246.8093,89.3732,,,,,,,,,
12723,,,36,182.176,89.284,,,,,,,,,
12752,,,29,149.9017,89.1605,,,,,,,,,
